x1,y1,x2,y2,type
228,73,314,175,sedan
122,39,197,152,microbus
107,64,191,197,microbus
239,18,298,81,sedan
234,119,323,231,sedan
244,56,315,136,sedan
244,90,325,187,sedan
104,17,176,102,suv
56,83,155,208,suv
129,20,196,88,sedan
230,9,289,93,microbus
222,96,310,232,microbus
232,21,297,94,sedan
226,86,313,196,sedan
229,13,289,79,sedan
221,88,303,193,sedan
124,19,193,86,sedan
77,85,172,193,sedan
149,24,217,99,sedan
116,88,206,204,sedan
117,32,199,129,suv
93,69,190,193,suv
105,12,198,118,minivan
68,57,186,193,minivan
145,23,219,100,sedan
113,81,208,194,sedan
205,0,411,152,bus
143,0,391,191,bus
177,4,399,206,bus
139,31,407,221,bus
222,3,414,189,bus
166,3,400,190,bus
129,2,359,177,bus
151,2,392,208,bus
144,2,379,183,bus
62,5,283,198,bus
136,2,378,214,bus
154,4,393,189,bus
145,4,414,264,bus
1,23,197,232,bus
124,5,364,186,bus
200,1,413,172,bus
150,1,384,170,bus
155,1,391,183,bus
160,1,398,191,bus
134,0,345,169,bus
144,1,343,159,bus
139,2,378,224,bus
39,1,247,154,bus
140,3,402,231,bus
155,3,389,197,bus
175,1,416,194,bus
158,1,398,199,bus
33,1,231,164,bus
151,1,407,227,bus
146,4,381,211,bus
26,1,249,196,bus
135,2,376,196,bus
146,0,381,179,bus
165,1,360,136,bus
162,2,400,214,bus
176,3,412,220,bus
111,2,341,170,bus
200,2,407,142,bus
135,22,370,239,bus
159,9,398,220,bus
150,0,398,199,bus
149,10,367,180,bus
158,9,376,177,bus
161,9,386,195,bus
163,1,400,196,bus
170,12,395,186,bus
167,2,416,234,bus
213,10,416,176,bus
159,0,397,166,bus
178,3,403,190,bus
73,10,306,211,bus
98,5,370,245,bus
127,9,371,220,bus
152,8,396,186,bus
163,10,385,210,bus
162,5,397,210,bus
137,0,369,167,bus
34,9,268,211,bus
152,8,395,189,bus
65,0,298,180,bus
160,1,359,155,bus
0,0,208,171,bus
87,1,301,174,bus
97,2,352,218,bus
137,0,376,181,bus
137,1,364,166,bus
238,1,416,149,bus
135,0,391,216,bus
127,1,379,190,bus
163,1,380,164,bus
164,2,381,166,bus
157,9,397,226,bus
200,1,405,134,bus
136,9,361,188,bus
137,9,362,192,bus
132,2,379,185,bus
148,7,400,189,bus
191,1,403,147,bus
191,1,402,147,bus
171,1,401,180,bus
185,3,408,190,bus
185,2,409,190,bus
169,10,416,228,bus
192,4,416,218,bus
110,11,380,263,bus
128,1,385,227,bus
157,11,386,202,bus
174,2,370,138,bus
154,9,386,194,bus
99,3,335,204,bus
172,1,399,171,bus
185,1,416,230,bus
157,1,370,146,bus
185,2,392,147,bus
119,37,386,225,bus
146,42,410,228,bus
220,0,416,160,bus
178,1,402,165,bus
145,13,375,198,bus
159,2,389,183,bus
102,2,350,199,bus
136,1,368,175,bus
136,0,370,175,bus
136,1,371,180,bus
122,0,351,189,bus
87,1,307,138,bus
155,2,397,188,bus
183,1,404,191,bus
197,0,410,130,bus
169,1,367,144,bus
167,10,416,222,bus
178,13,415,206,bus
126,1,378,213,bus
144,12,412,228,bus
193,1,413,159,bus
195,1,416,160,bus
147,10,373,188,bus
140,4,405,252,bus
167,2,370,154,bus
102,9,372,221,bus
103,9,373,220,bus
102,9,377,221,bus
103,8,374,218,bus
132,1,365,205,bus
132,1,366,204,bus
143,10,394,219,bus
142,10,392,217,bus
152,11,379,189,bus
153,10,380,183,bus
153,7,378,186,bus
154,10,380,183,bus
170,13,377,174,bus
109,1,341,157,bus
109,1,342,159,bus
189,1,404,165,bus
110,0,334,171,bus
84,1,332,186,bus
91,1,325,182,bus
91,1,325,183,bus
141,13,381,232,bus
142,11,383,236,bus
114,2,357,194,bus
206,1,398,154,bus
183,11,416,262,bus
184,12,416,261,bus
110,0,334,148,bus
155,1,398,207,bus
144,1,387,200,bus
133,2,377,200,bus
157,9,382,166,bus
153,1,372,188,bus
208,3,412,150,bus
154,8,379,177,bus
159,0,380,155,bus
158,0,379,153,bus
127,4,354,211,bus
153,0,387,181,bus
151,0,397,207,bus
161,1,368,157,bus
172,5,405,215,bus
13,2,224,163,bus
194,0,412,136,bus
190,12,416,217,bus
202,7,411,185,bus
128,3,353,188,bus
207,1,410,153,bus
167,1,399,204,bus
21,0,200,128,bus
173,7,407,182,bus
174,9,408,183,bus
134,9,356,188,bus
94,11,330,171,bus
170,8,416,225,bus
183,0,377,171,bus
204,12,416,247,bus
97,2,315,163,bus
99,0,315,164,bus
100,9,353,251,bus
102,9,352,249,bus
138,1,363,192,bus
148,10,383,185,bus
94,1,313,174,bus
93,1,313,170,bus
181,2,383,157,bus
110,9,361,185,bus
110,9,361,189,bus
99,2,324,194,bus
101,1,324,193,bus
123,9,386,221,bus
138,1,396,194,bus
170,1,400,165,bus
120,11,371,225,bus
121,13,372,223,bus
151,2,408,236,bus
165,1,400,169,bus
165,0,402,169,bus
166,1,416,227,bus
133,1,397,226,bus
132,1,398,221,bus
159,8,404,186,bus
155,8,397,198,bus
154,10,396,199,bus
153,10,408,201,bus
62,9,298,154,bus
125,0,356,144,bus
126,3,356,140,bus
142,0,381,155,bus
144,1,381,155,bus
152,9,409,199,bus
139,2,364,170,bus
136,1,363,176,bus
162,10,403,200,bus
40,2,290,221,bus
120,1,354,177,bus
182,3,416,222,bus
134,47,414,310,bus
141,0,382,171,bus
154,1,416,244,bus
178,2,416,225,bus
205,9,416,198,bus
203,8,416,194,bus
62,2,300,176,bus
113,21,385,264,bus
113,22,384,268,bus
170,0,400,154,bus
104,1,314,150,bus
103,0,311,150,bus
29,2,213,170,bus
169,13,400,223,bus
155,6,385,217,bus
154,7,383,210,bus
175,1,406,195,bus
130,1,340,162,bus
167,1,378,188,bus
191,1,416,191,bus
125,0,338,194,bus
233,1,402,129,bus
133,1,339,193,bus
223,21,416,210,bus
220,24,416,218,bus
123,0,330,150,bus
124,1,331,150,bus
214,26,416,232,bus
148,0,333,152,bus
167,2,412,194,bus
166,1,412,194,bus
171,7,416,192,bus
171,7,416,195,bus
142,1,390,194,bus
144,1,389,190,bus
179,0,400,160,bus
200,0,416,155,bus
246,1,416,150,bus
133,1,345,172,bus
151,34,398,253,bus
158,2,386,203,bus
91,0,321,177,bus
132,1,349,173,bus
132,1,345,175,bus
161,1,367,149,bus
197,1,412,170,bus
220,1,416,168,bus
182,0,391,130,bus
209,2,413,172,bus
157,0,385,172,bus
142,0,330,135,bus
108,8,359,229,bus
48,3,250,164,bus
151,11,360,158,bus
170,0,391,173,bus
159,9,393,214,bus
175,10,395,181,bus
149,8,393,196,bus
126,1,347,156,bus
117,1,335,191,bus
156,0,351,138,bus
152,8,374,187,bus
92,0,285,140,bus
145,16,385,229,bus
114,25,383,281,bus
33,0,255,176,bus
141,0,372,185,bus
211,0,394,138,bus
120,1,346,172,bus
111,0,325,146,bus
119,0,352,189,bus
143,9,379,188,bus
165,1,396,185,bus
125,1,359,190,bus
226,1,416,167,bus
174,9,408,183,bus
174,9,409,184,bus
170,0,397,177,bus
0,0,216,248,bus
0,0,235,252,bus
236,0,416,148,bus
128,0,357,175,bus
160,8,400,204,bus
31,0,219,172,bus
156,7,416,232,bus
189,0,416,173,bus
188,0,416,178,bus
144,8,373,184,bus
187,0,387,151,bus
140,1,386,201,bus
138,1,386,198,bus
146,1,397,202,bus
188,0,385,178,bus
157,0,344,158,bus
158,0,344,157,bus
157,0,343,155,bus
181,1,370,162,bus
61,0,247,176,bus
60,2,247,175,bus
153,1,401,193,bus
153,1,403,192,bus
185,7,416,216,bus
185,9,416,214,bus
185,7,416,215,bus
183,7,416,217,bus
113,10,356,210,bus
113,10,357,213,bus
122,11,365,208,bus
122,10,363,213,bus
192,2,416,162,bus
194,1,416,167,bus
186,19,416,257,bus
186,21,416,252,bus
167,3,403,177,bus
169,2,402,179,bus
108,1,342,182,bus
143,1,355,150,bus
138,11,379,222,bus
157,12,387,195,bus
177,0,402,162,bus
178,0,403,169,bus
174,8,416,232,bus
109,1,352,194,bus
63,0,260,161,bus
98,0,286,135,bus
140,0,358,156,bus
132,7,386,243,bus
139,8,386,208,bus
133,1,371,200,bus
167,1,361,153,bus
154,2,370,161,bus
151,0,375,160,bus
117,1,322,170,bus
113,10,350,236,bus
165,1,351,138,bus
144,1,377,192,bus
208,1,408,152,bus
137,8,416,276,bus
137,8,416,274,bus
162,0,416,251,bus
130,8,412,235,bus
130,8,380,183,bus
139,1,366,171,bus
0,0,212,194,bus
5,14,232,218,bus
163,8,404,171,bus
197,0,416,151,bus
41,0,278,165,bus
41,0,278,161,bus
77,1,324,183,bus
76,1,326,183,bus
143,1,389,173,bus
148,8,381,176,bus
180,9,399,199,bus
178,14,398,196,bus
142,11,372,195,bus
24,4,299,222,bus
7,6,233,197,bus
173,0,353,150,bus
154,1,366,147,bus
183,0,402,176,bus
183,0,403,177,bus
0,0,192,162,bus
133,0,367,172,bus
164,0,386,173,bus
197,0,386,147,bus
186,0,368,144,bus
140,0,366,205,bus
141,3,366,196,bus
189,0,386,140,bus
200,2,385,142,bus
214,0,405,157,bus
118,0,298,142,bus
95,5,358,210,bus
95,7,357,212,bus
9,41,264,222,bus
106,34,386,245,bus
205,2,416,172,bus
0,0,202,237,bus
86,1,262,154,bus
167,7,390,189,bus
169,0,370,156,bus
193,1,416,205,bus
150,0,360,159,bus
204,0,396,145,bus
205,1,416,168,bus
80,1,304,168,bus
110,25,358,209,bus
117,9,354,190,bus
176,19,400,236,bus
196,12,416,191,bus
108,0,327,144,bus
139,0,329,135,bus
137,2,379,183,bus
141,9,375,212,bus
173,0,352,148,bus
27,1,241,168,bus
183,1,411,165,bus
64,0,253,154,bus
193,1,416,178,bus
153,1,354,164,bus
172,9,409,191,bus
147,23,396,211,bus
161,10,397,182,bus
183,11,403,166,bus
184,12,404,164,bus
179,9,408,173,bus
182,7,407,157,bus
193,2,416,165,bus
144,12,375,205,bus
148,12,386,207,bus
132,8,369,186,bus
170,12,416,242,bus
110,0,324,166,bus
133,9,378,235,bus
176,0,385,157,bus
0,0,193,168,bus
163,8,395,207,bus
162,8,397,202,bus
164,0,390,159,bus
77,8,318,188,bus
133,12,380,221,bus
159,1,398,212,bus
162,1,398,214,bus
135,9,370,180,bus
0,0,205,196,bus
161,0,349,129,bus
15,8,267,172,bus
190,0,402,151,bus
145,0,353,129,bus
175,9,416,231,bus
125,0,339,153,bus
144,8,377,179,bus
143,9,376,180,bus
151,8,408,225,bus
151,11,408,222,bus
117,6,400,269,bus
139,1,335,151,bus
184,0,382,138,bus
169,3,416,221,bus
141,6,383,226,bus
181,5,416,240,bus
200,1,416,173,bus
50,0,284,185,bus
148,0,351,142,bus
142,5,411,246,bus
201,0,416,175,bus
201,0,416,175,bus
201,1,416,171,bus
160,8,396,211,bus
160,0,386,169,bus
161,0,386,172,bus
150,0,389,191,bus
150,0,389,190,bus
189,9,416,202,bus
190,9,416,206,bus
110,8,353,172,bus
110,0,361,192,bus
110,9,356,179,bus
109,0,362,192,bus
204,1,375,125,bus
193,8,405,176,bus
121,2,342,191,bus
119,0,344,184,bus
94,1,296,171,bus
142,0,382,172,bus
144,0,382,171,bus
208,0,408,138,bus
231,2,416,173,bus
213,2,410,147,bus
82,5,302,191,bus
84,8,302,191,bus
58,1,284,188,bus
121,0,368,194,bus
153,9,388,207,bus
165,11,397,202,bus
217,1,416,168,bus
0,0,197,165,bus
108,0,350,192,bus
174,0,384,148,bus
158,1,344,140,bus
170,12,392,222,bus
165,0,406,194,bus
147,0,370,177,bus
139,1,375,177,bus
159,0,392,185,bus
31,0,278,206,bus
28,1,278,206,bus
100,12,378,266,bus
203,0,394,142,bus
35,2,256,208,bus
0,0,207,191,bus
0,10,221,259,bus
78,1,284,172,bus
60,5,311,252,bus
156,7,376,183,bus
164,2,402,169,bus
171,8,406,177,bus
110,1,352,202,bus
227,2,416,171,bus
149,1,349,142,bus
159,11,398,216,bus
181,1,383,158,bus
104,20,364,238,bus
0,0,200,176,bus
132,9,357,194,bus
103,1,359,203,bus
184,8,410,169,bus
183,8,409,169,bus
189,9,416,198,bus
188,8,416,208,bus
126,2,341,140,bus
86,1,338,202,bus
85,2,337,200,bus
98,25,311,196,bus
110,26,326,196,bus
156,3,366,173,bus
186,1,382,150,bus
174,2,407,189,bus
131,45,343,195,bus
16,1,235,191,bus
150,2,381,174,bus
148,1,342,190,bus
215,1,343,141,microbus
201,11,351,191,microbus
187,17,346,240,microbus
202,35,380,273,microbus
278,0,416,179,microbus
199,13,351,205,microbus
234,60,354,207,microbus
236,91,369,257,microbus
230,27,389,230,microbus
156,9,334,214,microbus
189,0,361,159,microbus
180,4,310,170,microbus
147,0,258,119,microbus
173,27,340,205,microbus
244,46,381,214,microbus
25,49,173,246,microbus
137,21,277,217,microbus
137,21,284,214,microbus
189,51,379,286,microbus
176,13,311,200,microbus
175,13,313,198,microbus
175,14,311,198,microbus
175,15,311,196,microbus
147,0,352,215,microbus
174,0,358,165,microbus
167,11,361,210,microbus
176,12,376,223,microbus
162,1,355,191,microbus
196,12,388,207,microbus
187,1,380,180,microbus
168,0,356,164,microbus
174,11,367,216,microbus
211,9,413,212,microbus
210,9,413,210,microbus
104,1,308,206,microbus
166,0,354,179,microbus
240,5,378,180,microbus
176,0,384,180,microbus
152,9,382,220,microbus
166,11,380,207,microbus
254,57,416,276,microbus
0,10,184,212,microbus
241,20,394,207,microbus
154,9,323,158,microbus
159,0,363,236,microbus
127,9,352,202,microbus
236,8,416,226,microbus
95,0,261,151,microbus
96,2,260,152,microbus
206,1,386,189,microbus
125,0,328,217,microbus
146,4,340,230,microbus
185,12,359,214,microbus
144,8,334,224,microbus
183,0,344,180,microbus
173,0,369,208,microbus
146,0,323,192,microbus
228,0,409,207,microbus
229,0,410,205,microbus
266,25,416,220,microbus
114,0,293,201,microbus
254,43,412,252,microbus
147,21,326,236,microbus
180,0,355,194,microbus
257,31,398,212,microbus
261,14,416,253,microbus
235,46,380,222,microbus
275,31,416,229,microbus
273,28,416,229,microbus
220,0,372,167,microbus
196,5,335,202,microbus
233,1,416,283,microbus
144,0,285,154,microbus
143,0,286,154,microbus
227,0,358,163,microbus
235,46,366,231,microbus
196,35,340,215,microbus
229,13,406,205,microbus
228,11,407,204,microbus
200,9,334,180,microbus
214,22,376,223,microbus
220,41,362,239,microbus
220,41,364,239,microbus
230,73,416,307,microbus
178,7,342,179,microbus
198,0,360,186,microbus
235,43,377,213,microbus
185,33,312,196,microbus
144,19,290,221,microbus
116,4,251,184,microbus
140,9,311,213,microbus
193,15,329,208,microbus
238,9,359,159,microbus
169,26,300,205,microbus
169,44,339,257,microbus
207,28,330,191,microbus
225,22,367,210,microbus
247,16,402,204,microbus
168,0,394,260,microbus
167,0,393,257,microbus
256,10,377,163,microbus
251,28,389,192,microbus
194,11,409,204,microbus
196,13,409,202,microbus
154,59,287,246,microbus
291,48,416,247,suv
291,50,416,249,suv
258,11,416,191,microbus
204,26,377,233,suv
216,33,356,226,microbus
214,35,356,226,microbus
195,57,340,251,microbus
153,1,307,148,microbus
151,36,304,229,microbus
167,5,315,163,suv
256,25,402,225,microbus
216,11,356,196,microbus
241,22,374,191,microbus
265,9,398,183,microbus
233,48,416,289,microbus
219,4,380,200,microbus
201,41,333,195,suv
201,38,334,196,suv
125,12,342,210,microbus
124,11,340,211,microbus
163,11,374,201,microbus
163,11,375,200,microbus
157,60,299,252,microbus
156,57,300,252,microbus
231,21,360,207,microbus
233,22,360,208,microbus
167,2,333,205,microbus
277,35,416,241,microbus
250,28,395,223,microbus
235,38,416,276,microbus
244,30,376,203,sedan
242,30,377,204,sedan
175,46,335,257,microbus
151,44,289,217,microbus
159,4,301,167,microbus
218,7,351,180,microbus
244,48,394,254,microbus
237,1,374,183,microbus
208,1,371,200,microbus
221,25,355,209,microbus
282,40,416,234,microbus
281,41,416,234,microbus
238,36,378,219,microbus
182,31,334,241,microbus
267,53,407,248,microbus
156,0,296,148,microbus
156,0,294,135,microbus
0,37,152,240,microbus
191,17,323,187,microbus
246,46,400,252,microbus
203,0,329,152,microbus
205,0,329,153,microbus
115,62,267,263,microbus
254,22,391,209,microbus
151,11,310,213,microbus
151,13,310,210,microbus
257,24,403,220,microbus
191,0,329,179,microbus
212,54,353,234,microbus
162,19,291,182,microbus
154,0,319,195,microbus
278,59,416,270,microbus
280,59,416,270,microbus
278,59,416,269,microbus
181,0,345,156,microbus
233,0,392,178,microbus
162,4,294,190,microbus
245,4,377,174,microbus
247,61,395,288,microbus
282,80,416,293,microbus
259,33,402,239,microbus
257,32,402,238,microbus
229,11,367,206,microbus
284,54,416,257,microbus
143,0,296,181,microbus
227,12,369,202,microbus
231,0,360,152,microbus
234,4,372,189,microbus
225,14,382,203,microbus
205,16,351,178,suv
222,0,354,168,microbus
142,12,300,204,microbus
164,1,306,199,microbus
65,41,204,230,microbus
65,42,204,230,microbus
143,15,267,173,microbus
162,1,308,185,microbus
182,0,310,152,microbus
184,0,311,152,microbus
142,33,293,210,suv
241,0,369,150,microbus
167,0,321,186,microbus
167,0,322,186,microbus
178,0,401,291,microbus
179,28,347,253,microbus
200,45,368,254,microbus
222,0,394,200,microbus
222,0,401,202,microbus
220,0,400,205,microbus
162,0,370,236,microbus
0,28,160,277,microbus
0,25,162,278,microbus
186,0,358,149,microbus
215,9,404,232,microbus
215,9,405,234,microbus
205,30,363,228,microbus
241,8,374,167,microbus
147,0,334,209,microbus
157,11,366,259,microbus
218,0,366,160,microbus
218,0,368,163,microbus
122,0,283,178,microbus
235,26,416,249,microbus
250,29,407,232,microbus
174,54,330,270,microbus
249,0,416,217,microbus
217,0,364,146,microbus
218,0,369,151,microbus
175,26,303,186,microbus
236,4,404,209,microbus
214,38,402,273,microbus
213,0,386,190,microbus
172,0,316,173,microbus
187,58,329,245,microbus
219,0,371,166,microbus
264,60,416,286,sedan
214,0,339,155,microbus
227,33,361,214,microbus
229,4,390,191,microbus
185,48,345,254,microbus
247,52,404,270,microbus
267,52,410,240,microbus
223,0,360,173,microbus
194,9,323,177,microbus
192,8,323,175,microbus
217,54,346,234,microbus
271,15,415,216,microbus
271,14,416,215,microbus
196,5,317,163,microbus
165,24,311,217,microbus
202,8,327,163,microbus
183,43,322,220,microbus
157,16,302,211,microbus
216,67,360,262,microbus
244,43,381,227,microbus
245,30,379,200,microbus
208,37,344,204,microbus
263,29,416,228,microbus
255,41,397,239,microbus
255,41,397,236,microbus
137,12,277,201,microbus
116,13,240,173,microbus
164,32,325,240,microbus
265,12,408,207,microbus
222,0,351,141,microbus
211,38,364,250,microbus
234,19,380,206,microbus
241,43,382,223,microbus
245,57,391,248,microbus
229,37,379,227,microbus
229,40,379,226,microbus
212,45,369,260,microbus
143,0,280,180,microbus
199,23,345,204,microbus
162,11,305,209,microbus
243,0,373,165,microbus
206,0,332,149,microbus
242,32,378,218,microbus
278,59,416,264,microbus
257,22,393,200,microbus
248,0,377,153,microbus
201,20,327,187,microbus
192,35,330,208,microbus
205,29,339,210,microbus
169,0,306,168,microbus
167,0,308,167,microbus
227,24,367,229,microbus
224,0,373,193,microbus
172,9,306,186,microbus
218,26,366,223,microbus
185,0,307,143,microbus
190,10,327,189,microbus
248,35,383,225,microbus
180,11,309,170,microbus
176,0,303,154,microbus
188,0,309,154,microbus
130,25,278,236,microbus
178,0,320,159,microbus
202,0,339,133,microbus
215,34,395,255,microbus
266,69,402,250,microbus
207,0,382,200,microbus
242,14,401,207,microbus
177,26,310,206,microbus
178,25,309,207,microbus
224,52,360,233,microbus
163,22,369,266,microbus
196,0,356,195,microbus
216,41,349,223,microbus
173,0,338,195,microbus
260,46,416,251,microbus
265,30,416,237,microbus
280,76,416,286,microbus
67,20,211,176,minivan
280,57,416,265,microbus
280,56,416,265,microbus
246,28,377,208,microbus
217,26,348,215,microbus
254,30,412,222,microbus
254,29,411,224,microbus
254,29,413,223,microbus
279,63,414,249,microbus
202,3,327,155,microbus
261,0,397,185,microbus
116,9,242,177,microbus
117,7,241,176,microbus
115,9,242,176,microbus
186,7,366,226,microbus
265,30,394,213,microbus
146,0,269,159,microbus
247,26,377,204,microbus
246,26,377,204,microbus
179,0,303,153,microbus
243,42,384,228,microbus
188,38,329,247,microbus
187,38,330,248,microbus
175,23,326,224,microbus
175,22,326,223,microbus
241,41,378,224,microbus
201,11,386,237,microbus
203,14,386,236,microbus
253,57,391,241,microbus
222,7,352,176,microbus
253,48,406,260,microbus
229,54,373,247,microbus
98,2,222,164,microbus
262,65,416,302,microbus
205,28,346,232,microbus
226,20,368,207,microbus
225,22,367,208,microbus
217,17,362,207,microbus
205,69,356,270,microbus
71,0,267,188,microbus
119,10,293,187,microbus
166,5,319,186,microbus
226,55,365,247,microbus
169,4,307,174,microbus
232,48,375,243,microbus
192,1,313,148,microbus
184,15,312,178,microbus
284,46,416,237,microbus
168,36,304,204,microbus
169,10,340,165,microbus
238,14,376,195,microbus
284,46,416,233,microbus
188,2,351,176,microbus
151,1,290,176,microbus
172,25,339,244,microbus
182,20,357,232,microbus
183,19,357,236,microbus
146,0,302,183,microbus
183,20,361,238,microbus
172,13,329,201,microbus
156,26,293,192,microbus
231,1,355,167,microbus
194,13,386,234,minivan
121,11,308,214,microbus
122,0,277,155,microbus
171,0,371,247,microbus
262,14,399,204,microbus
167,7,362,208,microbus
270,28,416,267,microbus
269,29,416,269,microbus
247,19,386,217,microbus
127,0,244,152,microbus
171,52,311,248,microbus
264,29,398,208,microbus
251,54,400,251,microbus
295,32,416,225,microbus
226,59,416,302,microbus
222,37,356,233,microbus
225,52,368,239,microbus
217,0,402,209,microbus
204,0,412,210,microbus
173,0,372,180,microbus
172,0,372,177,microbus
227,0,391,191,microbus
276,59,416,281,microbus
182,37,333,233,microbus
151,12,312,200,microbus
152,14,312,196,microbus
201,10,345,221,microbus
222,40,375,244,microbus
36,43,203,247,microbus
197,15,332,208,microbus
197,14,333,207,microbus
242,10,413,222,microbus
283,69,416,258,microbus
283,67,416,259,microbus
153,9,382,256,microbus
84,27,212,206,microbus
223,0,351,168,microbus
175,9,339,220,microbus
174,11,339,220,microbus
143,25,290,213,microbus
135,0,370,295,microbus
100,0,298,193,microbus
100,0,298,189,microbus
135,0,369,291,microbus
201,10,369,208,suv
196,9,370,215,suv
202,0,408,237,microbus
176,0,372,217,microbus
154,35,317,224,suv
127,0,311,207,microbus
191,11,350,206,microbus
153,16,321,205,minivan
79,28,360,284,minivan
220,0,410,195,minivan
180,0,350,156,minivan
99,11,340,302,minivan
69,0,247,147,minivan
172,0,358,161,minivan
186,0,379,188,minivan
151,0,352,200,minivan
134,11,398,260,truck
161,0,378,218,minivan
194,0,360,157,minivan
215,0,416,185,minivan
172,0,386,186,minivan
161,8,334,190,minivan
147,1,351,213,minivan
73,0,352,284,minivan
106,20,320,239,minivan
150,0,339,197,minivan
180,0,416,230,minivan
143,0,357,230,minivan
179,0,360,207,minivan
160,0,416,251,minivan
159,0,416,252,minivan
188,0,395,209,minivan
160,8,357,190,minivan
163,0,371,213,minivan
141,0,335,167,minivan
176,0,353,181,minivan
152,9,382,195,minivan
194,0,372,134,minivan
129,9,366,212,truck
152,0,338,165,minivan
151,0,339,166,minivan
189,0,386,187,minivan
134,9,356,208,minivan
192,8,416,278,minivan
192,7,416,281,minivan
75,0,244,145,minivan
94,0,260,152,minivan
0,0,163,180,minivan
108,0,340,272,minivan
140,0,322,150,minivan
101,0,304,200,minivan
202,0,365,134,minivan
171,0,350,151,minivan
185,0,391,210,minivan
186,0,391,214,minivan
143,0,307,166,minivan
216,0,397,196,minivan
223,0,416,215,minivan
160,0,352,158,minivan
153,0,351,182,minivan
202,0,391,173,minivan
134,0,351,202,minivan
148,0,341,158,minivan
151,0,375,183,minivan
179,0,380,186,minivan
104,0,293,150,minivan
134,0,344,211,minivan
133,0,344,210,minivan
138,9,362,221,minivan
191,0,392,201,minivan
178,0,407,230,minivan
144,0,342,207,minivan
145,9,329,156,minivan
173,7,360,230,minivan
160,9,339,223,minivan
259,0,416,148,minivan
165,0,362,175,minivan
165,0,353,156,minivan
220,35,388,213,minivan
209,0,365,158,minivan
156,0,367,295,minivan
148,12,313,196,minivan
253,35,416,243,minivan
187,0,372,219,minivan
183,2,364,222,minivan
226,0,394,166,minivan
198,0,351,152,minivan
211,12,393,212,minivan
206,13,372,187,minivan
216,0,380,157,minivan
165,11,371,256,minivan
229,20,416,280,minivan
185,25,352,201,minivan
149,11,326,157,minivan
179,0,335,146,minivan
160,35,347,233,minivan
212,0,373,141,minivan
222,0,385,146,minivan
192,0,362,179,minivan
215,0,371,126,minivan
229,0,403,180,minivan
164,0,328,168,minivan
188,29,356,207,minivan
180,0,353,185,minivan
200,0,390,189,minivan
183,6,360,200,minivan
213,20,389,214,minivan
190,11,352,176,minivan
142,70,329,248,minivan
182,39,354,219,minivan
180,41,356,215,minivan
201,0,365,159,minivan
235,0,400,207,minivan
212,0,394,202,minivan
171,11,363,218,minivan
171,12,346,211,minivan
229,0,379,158,minivan
203,27,365,201,minivan
204,25,365,203,minivan
186,0,350,131,minivan
175,0,352,172,minivan
151,16,319,190,minivan
205,0,379,181,minivan
210,0,392,210,minivan
210,0,393,210,minivan
245,37,416,244,minivan
212,0,385,193,minivan
237,0,416,175,minivan
169,0,333,155,minivan
237,27,411,209,minivan
238,27,411,208,minivan
209,0,399,194,minivan
196,0,377,196,minivan
94,0,279,221,minivan
189,0,382,204,minivan
212,12,366,180,minivan
211,11,366,181,minivan
202,12,371,186,minivan
202,14,371,188,minivan
127,0,296,174,minivan
168,25,346,217,minivan
169,25,347,217,minivan
201,0,373,176,minivan
100,60,326,289,minivan
119,12,315,207,minivan
119,13,316,207,minivan
214,0,394,198,minivan
255,0,416,157,minivan
222,0,394,170,minivan
183,0,364,188,minivan
140,11,303,164,minivan
257,0,416,216,minivan
209,12,376,194,minivan
234,0,396,162,minivan
133,0,312,223,minivan
175,0,372,200,minivan
169,0,347,194,minivan
173,0,356,158,minivan
185,0,384,180,minivan
172,0,368,178,minivan
189,0,345,148,minivan
145,0,327,154,minivan
145,0,327,154,minivan
169,0,389,172,minivan
132,0,361,226,truck
130,0,359,226,truck
250,0,416,214,minivan
182,0,409,173,truck
155,11,365,232,minivan
144,0,349,179,truck
162,0,364,159,truck
141,8,349,172,truck
166,0,398,178,truck
158,7,372,163,truck
207,0,359,130,minivan
246,0,416,176,minivan
216,0,405,170,minivan
201,0,405,200,truck
162,28,376,245,minivan
182,0,372,180,minivan
185,0,378,173,minivan
196,9,413,241,minivan
192,52,416,276,minivan
185,0,356,161,minivan
182,0,372,180,minivan
86,57,337,312,minivan
158,0,371,193,truck
91,3,330,302,truck
166,9,387,242,truck
183,7,386,214,truck
188,0,377,177,minivan
191,10,416,255,minivan
226,0,412,169,minivan
187,8,368,174,minivan
215,0,393,142,minivan
162,0,351,157,minivan
169,0,358,145,minivan
169,0,358,144,minivan
120,7,340,231,truck
126,9,364,215,truck
178,0,346,128,minivan
170,0,416,206,truck
200,10,368,159,minivan
178,0,343,139,minivan
163,9,377,180,truck
154,0,382,170,truck
154,0,381,173,truck
133,0,355,211,truck
147,0,353,193,truck
132,0,322,154,minivan
183,18,399,234,minivan
183,17,398,238,minivan
144,0,352,186,truck
186,11,382,214,minivan
185,12,383,216,minivan
140,20,345,237,minivan
141,19,345,235,minivan
189,0,359,149,minivan
183,0,400,196,microbus
206,0,375,146,minivan
140,8,345,190,minivan
161,0,330,154,minivan
160,9,361,205,minivan
168,0,322,144,minivan
179,0,393,207,truck
179,0,392,165,truck
179,0,393,169,truck
158,0,321,159,minivan
231,0,389,144,minivan
167,0,326,140,minivan
136,0,313,194,minivan
200,0,363,168,minivan
147,0,297,116,minivan
148,0,297,115,minivan
224,0,409,199,minivan
